DATA ELEMENT,ENTY_KEY,FMLY_KEY,ENTY_ID,ENTY_CAPTION_TX,LAST_UPDT_DT
Equipment criticality,0.7128999999999999,0.67372,0.7684399999999999,0.7914,0.6983199999999999
Downtime (Shutdown/Slowdown),0.4605,0.42446,0.52224,0.5254800000000001,0.51144
Utilisation,0.61476,0.58204,0.70498,0.73682,0.6823
Production Efficiency ,0.5998800000000001,0.57416,0.6523,0.66982,0.5452199999999999
Maintenance Cost,0.70374,0.6278,0.7268800000000001,0.7940799999999999,0.67668
Net Present Value (NPV)/ Present Value,0.66388,0.5879199999999999,0.6456999999999999,0.66866,0.63188
Payment Period,0.67606,0.63766,0.69988,0.7114,0.6477999999999999
Internal Rate of Return,0.67178,0.60602,0.68564,0.71966,0.65114
Maintenance Interval,0.7219399999999999,0.65868,0.75122,0.7845599999999999,0.67802
Approval Date,0.40497999999999995,0.40702,0.42338000000000003,0.48613999999999996,0.52864
Start & Finish Date,0.7132799999999999,0.66082,0.78438,0.80052,0.7942
P2P Duration,0.43816000000000005,0.39716,0.51344,0.56706,0.55414
Schedule variance,0.5926400000000001,0.5702,0.6083200000000001,0.6031799999999999,0.58726
Schedule variance,0.5926400000000001,0.5702,0.6083200000000001,0.6031799999999999,0.58726
Final Assessment Score,0.63788,0.62412,0.64264,0.66364,0.63722
Cost,0.35766,0.31102,0.37136,0.46436,0.42919999999999997
Cost variance,0.5774800000000001,0.5323,0.60388,0.6796000000000001,0.59742
No. of leak,0.4248,0.44774,0.39084,0.44132,0.37592
No. of rework,0.31286,0.30378,0.28756,0.32517999999999997,0.23807999999999999
LSIR,0.33954,0.38974000000000003,0.39405999999999997,0.36941999999999997,0.38556
IRPA,0.31063999999999997,0.32558,0.36414,0.40446,0.37695999999999996
PLL,0.07916000000000001,0.16038,0.08005999999999999,0.10696000000000001,0.16243999999999997
ICAF,0.30663999999999997,0.36601999999999996,0.36014,0.40046,0.34086
Impairment frequency,0.69428,0.67404,0.70672,0.7097,0.6045
Impulse,0.45696000000000003,0.50478,0.47808,0.46536,0.4862
Overpressure,0.43456,0.40025999999999995,0.40465999999999996,0.39922,0.3963
Thermal radiation,0.6310399999999999,0.61852,0.6959,0.72418,0.70146
Lower flammability limit,0.53808,0.6120599999999999,0.5877399999999999,0.59268,0.56312
Toxic concentration (ERPG3),0.6308400000000001,0.54554,0.6660600000000001,0.75162,0.6060000000000001
Pool radius,0.32714,0.36418,0.38922,0.41702000000000006,0.45842
Toxic concentration (IDLH),0.6128600000000001,0.54936,0.68444,0.7473799999999999,0.6243399999999999
Distance,0.71168,0.63994,0.78544,0.7888999999999999,0.75654
Flowrate,0.49394,0.51086,0.48553999999999997,0.5332999999999999,0.5264399999999999
Pressure,0.41723999999999994,0.38678,0.39044,0.3793,0.40424
Pipe size,0.5147200000000001,0.48426,0.54296,0.52756,0.47542
Pressure,0.41723999999999994,0.38678,0.39044,0.3793,0.40424
Quantity/volume,0.61696,0.5916,0.63388,0.6662199999999999,0.62572
Gas Group/ Apparatus sub-group,0.2745,0.277,0.27914,0.3536,0.40049999999999997
Temp Class,0.5032,0.51936,0.49698000000000003,0.55536,0.58612
R1,0.07647999999999999,0.0784,0.07749999999999999,0.07587999999999999,0.07325999999999999
R2,0.07647999999999999,0.0784,0.07749999999999999,0.07587999999999999,0.07325999999999999
Grade of Release,0.55694,0.55552,0.5389200000000001,0.51676,0.53188
